,timestamp,magnitude,depth,MMI_scale,lat,lon,location
0,2020/11/19 23:17:28,3.1,15,Ⅰ,37.99 N ,125.37 E ,북한 황해남도 옹진 북쪽 7km 지역
1,2020/11/17 03:10:29,2.6,-,Ⅰ,41.28 N ,129.18 E ,북한 함경북도 길주 북북서쪽 38km 지역
2,2020/11/15 00:00:29,2.1,17,Ⅲ,35.76 N ,129.18 E ,경북 경주시 남남서쪽 11km 지역
3,2020/11/08 15:26:09,2.9,9,Ⅳ,36.41 N ,128.22 E ,경북 상주시 동쪽 5km 지역
4,2020/11/06 18:27:23,2.0,8,Ⅱ,36.43 N ,128.14 E ,경북 상주시 북서쪽 3km 지역
5,2020/11/04 16:50:30,2.4,22,Ⅰ,35.84 N ,129.79 E ,경북 포항시 남구 동남동쪽 43km 해역
6,2020/11/04 07:23:48,2.2,23,Ⅰ,35.83 N ,129.78 E ,경북 포항시 남구 동남동쪽 43km 해역
7,2020/11/04 04:41:54,2.8,-,Ⅰ,38.79 N ,125.72 E ,북한 황해북도 송림 북동쪽 10km 지역
8,2020/10/25 19:10:49,2.5,17,Ⅰ,33.89 N ,125.65 E ,전남 진도군 남서쪽 87km 해역
9,2020/10/24 15:09:01,2.1,21,Ⅰ,33.93 N ,127.45 E ,전남 여수시 거문도 남동쪽 16km 해역
10,2020/10/09 04:38:14,2.1,15,Ⅲ,35.75 N ,129.17 E ,경북 경주시 남남서쪽 13km 지역
11,2020/10/07 04:05:32,2.1,22,Ⅰ,33.92 N ,127.44 E ,전남 여수시 거문도 남동쪽 16km 해역
12,2020/10/03 01:37:30,2.3,-,Ⅰ,38.83 N ,126.03 E ,북한 황해북도 연산 서남서쪽 20km 지역
13,2020/10/02 22:29:50,2.6,-,Ⅰ,38.74 N ,125.90 E ,북한 황해북도 송림 동쪽 23km 지역
14,2020/10/02 21:31:23,2.5,-,Ⅰ,38.74 N ,125.89 E ,북한 황해북도 송림 동쪽 22km 지역
15,2020/09/22 20:08:54,2.1,15,Ⅱ,36.60 N ,129.37 E ,경북 영덕군 북쪽 21km 지역
16,2020/09/20 01:22:14,2.2,17,Ⅲ,36.51 N ,127.14 E ,충남 공주시 북북동쪽 7km 지역
17,2020/09/13 00:54:03,2.9,15,Ⅰ,37.64 N ,124.60 E ,인천 옹진군 백령도 남남서쪽 35km 해역
18,2020/09/12 13:31:05,2.4,15,Ⅱ,36.03 N ,128.40 E ,경북 칠곡군 북쪽 4km 지역
19,2020/09/02 19:43:06,2.3,-,Ⅱ,34.38 N ,126.20 E ,전남 진도군 남남서쪽 13km 지역
20,2020/08/21 03:52:51,2.5,14,Ⅱ,37.91 N ,125.93 E ,북한 황해남도 해주 남동쪽 24km 지역
21,2020/08/07 21:27:43,2.4,-,Ⅰ,41.30 N ,129.09 E ,북한 함경북도 길주 북북서쪽 43km 지역
22,2020/08/05 01:22:48,2.0,7,Ⅰ,38.85 N ,125.71 E ,북한 황해북도 송림 북북동쪽 14km 지역
23,2020/08/01 13:15:06,2.0,19,Ⅱ,36.77 N ,128.48 E ,경북 예천군 북쪽 13km 지역
24,2020/08/01 02:58:47,2.0,17,Ⅰ,38.65 N ,127.16 E ,북한 강원 평강 북북서쪽 29km 지역
25,2020/07/25 00:34:06,2.2,7,Ⅰ,34.06 N ,125.54 E ,전남 신안군 흑산도 남쪽 66km 해역
26,2020/07/20 19:02:00,2.0,11,Ⅰ,34.53 N ,128.14 E ,경남 남해군 남남동쪽 41km 해역
27,2020/07/15 15:20:47,2.4,-,Ⅰ,34.88 N ,124.68 E ,전남 신안군 흑산도 서북서쪽 77km 해역
28,2020/07/11 22:38:55,2.7,-,Ⅰ,37.88 N ,129.58 E ,강원 동해시 북동쪽 57km 해역
29,2020/07/07 14:08:23,3.3,12,Ⅲ,37.19 N ,125.55 E ,인천 옹진군 연평도 남남서쪽 54km 해역
30,2020/07/03 13:59:31,2.3,6,Ⅲ,37.18 N ,128.71 E ,강원 영월군 동쪽 22km 지역
31,2020/06/24 03:28:47,2.5,-,Ⅰ,38.66 N ,125.95 E ,북한 황해북도 사리원 북동쪽 24km 지역
32,2020/06/23 19:58:05,2.1,6,Ⅲ,37.86 N ,126.90 E ,경기 파주시 북동쪽 15km 지역
33,2020/06/21 09:49:52,2.3,9,Ⅱ,38.47 N ,128.52 E ,강원 고성군 북북동쪽 11km 해역
34,2020/06/08 00:52:10,2.1,5,Ⅲ,36.01 N ,128.01 E ,경북 김천시 남남서쪽 17km 지역
35,2020/06/04 02:21:01,2.5,6,Ⅰ,38.75 N ,125.69 E ,북한 황해북도 송림 동북동쪽 5km 지역
36,2020/05/27 19:23:28,2.8,6,Ⅲ,36.01 N ,128.01 E ,경북 김천시 남남서쪽 17km 지역
37,2020/05/22 21:18:32,2.1,11,Ⅰ,37.67 N ,125.00 E ,북한 황해남도 옹진 남서쪽 43km 해역
38,2020/05/13 15:19:02,2.8,12,Ⅲ,36.10 N ,127.34 E ,전북 완주군 북동쪽 27km 지역
39,2020/05/11 19:45:06,3.8,16,Ⅱ,38.68 N ,127.18 E ,북한 강원 평강 북북서쪽 32km 지역
40,2020/05/09 12:27:08,2.2,8,Ⅰ,38.87 N ,126.22 E ,북한 평안남도 성천 남쪽 41km 지역
41,2020/05/09 01:57:39,2.2,21,Ⅱ,34.66 N ,126.40 E ,전남 해남군 서북서쪽 21km 지역
42,2020/05/07 02:07:31,2.1,17,Ⅰ,34.77 N ,124.68 E ,전남 신안군 흑산도 서쪽 73km 해역
43,2020/05/05 06:44:29,2.4,-,Ⅰ,38.47 N ,126.16 E ,북한 황해북도 평산 북서쪽 26km 지역
44,2020/05/03 22:07:14,3.1,21,Ⅲ,34.66 N ,126.40 E ,전남 해남군 서북서쪽 21km 지역
45,2020/05/02 02:57:02,2.3,21,Ⅱ,34.66 N ,126.40 E ,전남 해남군 서북서쪽 21km 지역
46,2020/04/30 07:13:13,2.4,21,Ⅲ,34.66 N ,126.40 E ,전남 해남군 서북서쪽 21km 지역
47,2020/04/29 15:10:47,2.4,-,Ⅰ,39.39 N ,126.13 E ,북한 평안남도 성천 북북서쪽 18km 지역
48,2020/04/28 12:52:01,2.1,22,Ⅱ,34.66 N ,126.41 E ,전남 해남군 서북서쪽 20km 지역
49,2020/04/28 12:06:53,2.4,10,Ⅱ,36.16 N ,127.43 E ,충남 금산군 북서쪽 8km 지역
50,2020/04/27 11:07:10,2.8,6,Ⅳ,35.80 N ,127.53 E ,전북 장수군 북쪽 17km 지역
51,2020/04/24 02:07:22,2.3,15,Ⅰ,35.30 N ,125.54 E ,전남 신안군 흑산도 북쪽 73km 해역
52,2020/04/22 20:54:26,2.1,9,Ⅰ,38.11 N ,130.01 E ,강원 동해시 북동쪽 102km 해역
53,2020/04/18 07:36:28,2.3,14,Ⅱ,37.58 N ,126.14 E ,인천 강화군 서남서쪽 36km 해역
54,2020/04/03 19:44:35,2.2,-,Ⅰ,38.75 N ,125.72 E ,북한 황해북도 송림 동북동쪽 8km 지역
55,2020/03/20 16:02:45,2.7,9,Ⅲ,35.39 N ,128.01 E ,경남 산청군 동남동쪽 13km 지역
56,2020/03/10 01:16:33,2.0,12,Ⅰ,35.44 N ,125.54 E ,전북 군산시 어청도 남남서쪽 85km 해역
57,2020/02/29 22:03:50,2.4,8,Ⅰ,38.45 N ,126.17 E ,북한 황해북도 평산 북서쪽 24km 지역
58,2020/02/29 22:02:19,2.7,8,Ⅰ,38.46 N ,126.17 E ,북한 황해북도 평산 북서쪽 24km 지역
59,2020/02/16 20:03:35,2.7,19,Ⅰ,36.26 N ,130.49 E ,경북 영덕군 동쪽 102km 해역
60,2020/02/09 14:41:26,2.4,9,Ⅲ,35.77 N ,129.03 E ,경북 경주시 서남서쪽 18km 지역
61,2020/01/30 00:52:52,3.2,21,Ⅲ,36.59 N ,128.12 E ,경북 상주시 북쪽 20km 지역
62,2020/01/29 09:33:47,2.5,-,Ⅰ,41.29 N ,129.11 E ,북한 함경북도 길주 북북서쪽 41km 지역
63,2020/01/15 22:46:11,2.1,8,Ⅱ,37.11 N ,128.29 E ,충북 제천시 동남동쪽 9km 지역
64,2020/01/08 06:03:00,2.0,17,Ⅰ,35.91 N ,128.38 E ,경북 성주군 동쪽 9km 지역
65,2019/12/30 01:44:02,2.1,19,Ⅱ,35.56 N ,128.90 E ,경남 밀양시 동북동쪽 15km 지역
66,2019/12/30 00:32:08,3.5,20,Ⅳ,35.56 N ,128.90 E ,경남 밀양시 동북동쪽 15km 지역
67,2019/12/29 08:43:26,2.3,17,Ⅰ,33.33 N ,127.16 E ,제주 서귀포시 동쪽 56km 해역
68,2019/12/24 06:19:16,2.4,18,Ⅰ,33.29 N ,127.16 E ,제주 서귀포시 동쪽 56km 해역
69,2019/12/17 16:00:30,2.1,11,Ⅰ,38.01 N ,126.00 E ,북한 황해남도 해주 동쪽 25km 지역
70,2019/12/15 14:15:40,2.0,11,Ⅲ,37.16 N ,126.22 E ,충남 서산시 북북서쪽 46km 해역
71,2019/12/12 20:29:55,2.1,21,Ⅰ,33.55 N ,126.92 E ,제주 제주시 동쪽 36km 해역
72,2019/12/08 12:09:24,2.0,-,Ⅰ,35.12 N ,124.96 E ,전남 신안군 흑산도 북서쪽 70km 해역
73,2019/12/04 17:19:20,2.6,9,Ⅰ,33.94 N ,124.70 E ,전남 신안군 흑산도 남서쪽 106km 해역
74,2019/11/29 12:04:43,2.0,21,Ⅰ,36.86 N ,129.79 E ,경북 울진군 동남동쪽 38km 해역
75,2019/11/21 19:55:50,2.4,12,Ⅰ,33.83 N ,128.09 E ,전남 여수시 거문도 동남동쪽 75km 해역
76,2019/11/21 06:08:07,2.3,6,Ⅰ,35.13 N ,124.93 E ,전남 신안군 흑산도 북서쪽 73km 해역
77,2019/11/09 23:14:14,2.4,9,Ⅰ,37.62 N ,124.65 E ,인천 옹진군 백령도 남쪽 37km 해역
78,2019/10/31 16:29:34,2.1,-,Ⅲ,37.24 N ,126.11 E ,인천 옹진군 서남서쪽 52km 지역
79,2019/10/30 02:01:41,2.3,5,Ⅰ,36.68 N ,128.61 E ,경북 안동시 북서쪽 16km 지역
80,2019/10/27 15:37:26,3.4,11,Ⅳ,35.41 N ,128.49 E ,경남 창녕군 남쪽 15km 지역
81,2019/10/20 00:05:10,2.2,10,Ⅰ,33.41 N ,125.13 E ,제주 제주시 서쪽 130km 해역
82,2019/10/15 22:30:59,2.3,-,Ⅰ,38.77 N ,125.71 E ,북한 황해북도 송림 동북동쪽 8km 지역
83,2019/10/13 19:52:44,2.0,20,Ⅰ,36.53 N ,129.65 E ,경북 영덕군 동북동쪽 28km 해역
84,2019/10/12 20:46:03,2.5,17,Ⅰ,35.18 N ,129.77 E ,울산 동구 남동쪽 48km 해역
85,2019/10/04 03:57:23,2.6,9,Ⅲ,35.47 N ,128.86 E ,경남 밀양시 동남동쪽 11km 지역
86,2019/10/02 22:36:57,2.3,11,Ⅰ,38.79 N ,125.78 E ,북한 황해북도 송림 동북동쪽 14km 지역
87,2019/09/26 02:57:31,2.3,8,Ⅰ,36.09 N ,129.33 E ,경북 포항시 북구 북북서쪽 6km 지역
88,2019/09/22 11:07:27,3.3,17,Ⅱ,34.16 N ,125.16 E ,전남 신안군 흑산도 남남서쪽 62km 해역
89,2019/09/21 15:11:16,3.5,17,Ⅱ,38.67 N ,127.17 E ,북한 강원 평강 북북서쪽 31km 지역
90,2019/09/19 18:19:05,2.6,6,Ⅰ,33.65 N ,124.99 E ,전남 신안군 흑산도 남남서쪽 120km 해역
91,2019/09/11 04:52:07,2.0,9,Ⅰ,38.13 N ,127.09 E ,경기 연천군 북북동쪽 4km 지역
