addrCd,csForCnt,csNatCnt,gungu,resNm,rnum,sido,yyymm
0,915,52204,서대문구,서대문형무소역사관,8,서울특별시,201606
0,0,26647,서대문구,서대문자연사박물관,9,서울특별시,201606
0,20431,6379,마포구,트릭아이미술관,10,서울특별시,201606
0,13,4525,서초구,헌릉ㆍ인릉,11,서울특별시,201606
0,452,34058,강남구,선릉·정릉,12,서울특별시,201606
0,41816,56511,종로구,창덕궁,1,서울특별시,201607
0,352717,220865,종로구,경복궁,2,서울특별시,201607
0,3931,54844,종로구,창경궁,3,서울특별시,201607
0,6164,12620,종로구,종묘,4,서울특별시,201607
0,20934,283826,용산구,국립중앙박물관,5,서울특별시,201607
0,27566,106114,중구,덕수궁,6,서울특별시,201607
0,49,3454,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201607
0,5030,31310,서대문구,서대문형무소역사관,8,서울특별시,201607
0,0,32745,서대문구,서대문자연사박물관,9,서울특별시,201607
0,28670,12218,마포구,트릭아이미술관,10,서울특별시,201607
0,3,2324,서초구,헌릉ㆍ인릉,11,서울특별시,201607
0,351,23724,강남구,선릉·정릉,12,서울특별시,201607
0,40729,59729,종로구,창덕궁,1,서울특별시,201608
0,283115,225335,종로구,경복궁,2,서울특별시,201608
0,3270,57004,종로구,창경궁,3,서울특별시,201608
0,6094,12237,종로구,종묘,4,서울특별시,201608
0,20138,426347,용산구,국립중앙박물관,5,서울특별시,201608
0,24396,105984,중구,덕수궁,6,서울특별시,201608
0,46,3051,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201608
0,8279,114395,서대문구,서대문형무소역사관,8,서울특별시,201608
0,0,47091,서대문구,서대문자연사박물관,9,서울특별시,201608
0,21480,22213,마포구,트릭아이미술관,10,서울특별시,201608
0,21,1493,서초구,헌릉ㆍ인릉,11,서울특별시,201608
0,232,18732,강남구,선릉·정릉,12,서울특별시,201608
0,43682,140097,종로구,창덕궁,1,서울특별시,201609
0,211357,360920,종로구,경복궁,2,서울특별시,201609
0,5496,78110,종로구,창경궁,3,서울특별시,201609
0,8185,23920,종로구,종묘,4,서울특별시,201609
0,12218,242191,용산구,국립중앙박물관,5,서울특별시,201609
0,25843,172717,중구,덕수궁,6,서울특별시,201609
0,27,10739,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201609
0,6369,33223,서대문구,서대문형무소역사관,8,서울특별시,201609
0,0,22388,서대문구,서대문자연사박물관,9,서울특별시,201609
0,13677,5504,마포구,트릭아이미술관,10,서울특별시,201609
0,17,3815,서초구,헌릉ㆍ인릉,11,서울특별시,201609
0,541,35199,강남구,선릉·정릉,12,서울특별시,201609
0,66671,182621,종로구,창덕궁,1,서울특별시,201610
0,236910,512873,종로구,경복궁,2,서울특별시,201610
0,5468,121351,종로구,창경궁,3,서울특별시,201610
0,8813,24122,종로구,종묘,4,서울특별시,201610
0,14386,262585,용산구,국립중앙박물관,5,서울특별시,201610
0,29549,150871,중구,덕수궁,6,서울특별시,201610
0,102,17881,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201610
0,6272,76689,서대문구,서대문형무소역사관,8,서울특별시,201610
0,0,26965,서대문구,서대문자연사박물관,9,서울특별시,201610
0,23237,7392,마포구,트릭아이미술관,10,서울특별시,201610
0,11,5253,서초구,헌릉ㆍ인릉,11,서울특별시,201610
0,554,39194,강남구,선릉·정릉,12,서울특별시,201610
0,55860,143481,종로구,창덕궁,1,서울특별시,201611
0,148113,194951,종로구,경복궁,2,서울특별시,201611
0,5605,60322,종로구,창경궁,3,서울특별시,201611
0,6887,16678,종로구,종묘,4,서울특별시,201611
0,11950,190929,용산구,국립중앙박물관,5,서울특별시,201611
0,25262,101022,중구,덕수궁,6,서울특별시,201611
0,40,7507,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201611
0,5559,47882,서대문구,서대문형무소역사관,8,서울특별시,201611
0,0,24905,서대문구,서대문자연사박물관,9,서울특별시,201611
0,16675,4179,마포구,트릭아이미술관,10,서울특별시,201611
0,49,2915,서초구,헌릉ㆍ인릉,11,서울특별시,201611
0,370,27041,강남구,선릉·정릉,12,서울특별시,201611
0,39559,52082,종로구,창덕궁,1,서울특별시,201612
0,142110,151317,종로구,경복궁,2,서울특별시,201612
0,3447,20397,종로구,창경궁,3,서울특별시,201612
0,4905,11575,종로구,종묘,4,서울특별시,201612
0,9439,298297,용산구,국립중앙박물관,5,서울특별시,201612
0,20499,52797,중구,덕수궁,6,서울특별시,201612
0,4,2406,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201612
0,5597,28405,서대문구,서대문형무소역사관,8,서울특별시,201612
0,0,20579,서대문구,서대문자연사박물관,9,서울특별시,201612
0,26168,6187,마포구,트릭아이미술관,10,서울특별시,201612
0,1,1785,서초구,헌릉ㆍ인릉,11,서울특별시,201612
0,125,14507,강남구,선릉·정릉,12,서울특별시,201612
